query_text,department
"nausea, dizziness, diarrhea, shortness of breath, joint pain, sneezing, insomnia",Neurology
"back pain, dizziness, depression, cough, muscle pain, sore throat, joint pain",ENT
"fatigue, runny nose, abdominal pain, weight loss",General Medicine
"muscle pain, depression, nausea",Neurology
"sneezing, shortness of breath, swelling, headache, nausea, diarrhea, blurred vision",Pulmonology
"sore throat, tremors, runny nose, weight gain, back pain, dizziness",ENT
"sweating, sore throat, insomnia, tremors, runny nose, fever",Gastroenterology
"depression, sore throat, rash, vomiting, joint pain",General Medicine
"headache, fatigue, sweating, insomnia",Pulmonology
"appetite loss, cough, chest pain, weight gain, fatigue, rash",Dermatology
"headache, muscle pain, cough, runny nose, joint pain, abdominal pain",General Medicine
"back pain, cough, depression, sweating, muscle pain",Orthopedics
"swelling, back pain, blurred vision, chest pain, tremors, rash, fatigue",Gastroenterology
"sore throat, fatigue, muscle pain, appetite loss, chest pain, anxiety, sneezing",ENT
"appetite loss, headache, dizziness, anxiety",Neurology
"rash, anxiety, fatigue, swelling, diarrhea, vomiting, sneezing",Dermatology
"diarrhea, shortness of breath, rash, appetite loss",Dermatology
"sore throat, abdominal pain, sneezing, fatigue, joint pain, weight gain, shortness of breath",Neurology
"muscle pain, abdominal pain, cough, sneezing, headache, dizziness",General Medicine
"sweating, depression, sore throat, vomiting, dizziness",ENT
"sneezing, depression, muscle pain, headache, fatigue, vomiting",Cardiology
"anxiety, weight gain, sweating, weight loss, sneezing, dizziness",Neurology
"weight gain, diarrhea, insomnia, vomiting, blurred vision, sweating, joint pain",Orthopedics
"fever, sore throat, chest pain, shortness of breath, sneezing, fatigue",ENT
"insomnia, runny nose, sneezing, tremors, sore throat, weight gain, shortness of breath",ENT
"blurred vision, anxiety, joint pain, sore throat, shortness of breath",ENT
"sore throat, abdominal pain, chest pain, fatigue, sweating",ENT
"dizziness, tremors, diarrhea",Psychiatry
"headache, runny nose, joint pain, weight gain",ENT
"dizziness, appetite loss, runny nose",ENT
"dizziness, sweating, insomnia, diarrhea, headache",Gastroenterology
"anxiety, sore throat, runny nose, shortness of breath, weight gain, back pain",Psychiatry
"rash, depression, nausea, runny nose, blurred vision",ENT
"rash, dizziness, appetite loss",Psychiatry
"sweating, swelling, weight loss, abdominal pain, sneezing, diarrhea",General Medicine
"muscle pain, depression, headache, fever, rash, tremors, sweating",Dermatology
"cough, swelling, weight gain, runny nose, muscle pain",ENT
"insomnia, nausea, back pain",Orthopedics
"diarrhea, fatigue, fever, back pain, weight gain, joint pain",Endocrinology
"rash, chest pain, cough, runny nose",Pulmonology
"back pain, swelling, sore throat, muscle pain, abdominal pain, headache, fever",Pulmonology
"sore throat, headache, runny nose, sneezing, vomiting, fatigue, appetite loss",Psychiatry
"insomnia, weight loss, sneezing, nausea, shortness of breath, headache, runny nose",Neurology
"blurred vision, joint pain, dizziness",Cardiology
"fever, sweating, back pain, weight gain, depression, rash, vomiting",Gastroenterology
"rash, anxiety, depression",Dermatology
"dizziness, vomiting, blurred vision, shortness of breath, cough, sneezing",Pulmonology
"weight loss, depression, chest pain, rash",Cardiology
"diarrhea, headache, sweating, abdominal pain, sore throat, depression, sneezing",ENT
"sweating, weight loss, fatigue, weight gain",Endocrinology
"weight gain, blurred vision, sneezing, runny nose, rash",Cardiology
"vomiting, joint pain, runny nose, swelling",Psychiatry
"tremors, chest pain, dizziness, shortness of breath, weight gain, cough, insomnia",Neurology
"fatigue, vomiting, abdominal pain, insomnia, headache, diarrhea, tremors",General Medicine
"swelling, blurred vision, joint pain, insomnia, shortness of breath, runny nose",ENT
"diarrhea, rash, joint pain, abdominal pain",Endocrinology
"nausea, tremors, runny nose, fever, joint pain, insomnia, depression",ENT
"diarrhea, cough, weight loss, chest pain, nausea, weight gain",Pulmonology
"runny nose, sweating, cough",Pulmonology
"sore throat, insomnia, cough, back pain, sweating, shortness of breath, muscle pain",ENT
"headache, back pain, fever, sore throat",ENT
"sore throat, shortness of breath, back pain, weight gain",Pulmonology
"weight loss, depression, muscle pain, insomnia",Endocrinology
"shortness of breath, back pain, fatigue, depression, swelling, weight gain, tremors",Orthopedics
"back pain, insomnia, dizziness, sweating, fatigue, tremors",General Medicine
"sweating, nausea, fever",Neurology
"depression, swelling, nausea, fatigue, insomnia",Pulmonology
"muscle pain, sore throat, headache, chest pain, anxiety, appetite loss, cough",ENT
"back pain, diarrhea, dizziness, anxiety, sneezing",Psychiatry
"abdominal pain, cough, muscle pain, dizziness, sneezing, headache, back pain",Orthopedics
"blurred vision, dizziness, weight loss, chest pain, rash, muscle pain",Pulmonology
"chest pain, back pain, fever, rash, diarrhea",Cardiology
"abdominal pain, fatigue, swelling, dizziness, shortness of breath, depression",Gastroenterology
"insomnia, nausea, fatigue, runny nose, blurred vision",ENT
"muscle pain, headache, sweating, weight gain, nausea, diarrhea, insomnia",Gastroenterology
"chest pain, shortness of breath, muscle pain, sore throat, insomnia, runny nose, vomiting",Pulmonology
"insomnia, runny nose, joint pain",ENT
"runny nose, depression, shortness of breath, sweating, fever, back pain",ENT
"runny nose, appetite loss, insomnia, tremors, depression",Endocrinology
"vomiting, rash, weight gain, joint pain, fever",Orthopedics
"weight loss, shortness of breath, insomnia",Cardiology
"fever, swelling, insomnia, rash",Dermatology
"swelling, runny nose, fatigue, weight loss, cough",ENT
"appetite loss, depression, sweating",Neurology
"cough, chest pain, blurred vision",Pulmonology
"cough, weight gain, joint pain, back pain, tremors, fever",Endocrinology
"blurred vision, swelling, weight gain, runny nose, dizziness, headache",General Medicine
"muscle pain, sneezing, runny nose",Neurology
"weight gain, vomiting, fever, blurred vision, depression, sore throat, joint pain",Pulmonology
"abdominal pain, shortness of breath, headache, muscle pain, diarrhea, vomiting",Psychiatry
"fatigue, diarrhea, dizziness, appetite loss, anxiety, muscle pain, rash",Dermatology
"sneezing, sweating, weight loss, fatigue, insomnia, abdominal pain, shortness of breath",Pulmonology
"joint pain, nausea, appetite loss, insomnia, diarrhea, abdominal pain",Orthopedics
"cough, appetite loss, anxiety, chest pain, muscle pain, sore throat",Psychiatry
"sore throat, back pain, muscle pain, swelling, shortness of breath, tremors",ENT
"cough, shortness of breath, insomnia, appetite loss, weight gain, back pain",Pulmonology
"muscle pain, vomiting, swelling, headache",Gastroenterology
"anxiety, runny nose, appetite loss, abdominal pain",ENT
"sneezing, headache, back pain, sweating, cough",Orthopedics
"weight loss, back pain, muscle pain, joint pain",Pulmonology
"rash, vomiting, runny nose, joint pain, appetite loss, fever",ENT
"sneezing, chest pain, anxiety, sore throat",Pulmonology
"runny nose, insomnia, dizziness, fever, appetite loss, diarrhea, swelling",ENT
"swelling, cough, fatigue, chest pain, muscle pain, sneezing",Cardiology
"insomnia, weight loss, abdominal pain, sweating, blurred vision, nausea, sneezing",Pulmonology
"chest pain, back pain, abdominal pain, anxiety",Endocrinology
"vomiting, runny nose, shortness of breath, rash, depression",General Medicine
"tremors, chest pain, fever, weight loss, sore throat, weight gain, headache",ENT
"blurred vision, abdominal pain, nausea, sneezing, runny nose",Psychiatry
"anxiety, nausea, sweating, runny nose, insomnia, cough",ENT
"runny nose, rash, anxiety, dizziness, sneezing, appetite loss",Cardiology
"fatigue, blurred vision, sore throat, anxiety, vomiting, dizziness",ENT
"fatigue, muscle pain, dizziness, cough, abdominal pain, tremors",Neurology
"joint pain, sore throat, vomiting, dizziness, nausea, chest pain",Psychiatry
"shortness of breath, dizziness, diarrhea, blurred vision, swelling, weight loss, tremors",Pulmonology
"headache, shortness of breath, sweating, depression, runny nose, rash",Endocrinology
"runny nose, depression, sweating, weight gain, blurred vision, headache, insomnia",Psychiatry
"headache, anxiety, nausea, vomiting, sneezing, sweating, appetite loss",Gastroenterology
"joint pain, weight loss, muscle pain, insomnia, dizziness, fever, tremors",Endocrinology
"joint pain, rash, dizziness",Orthopedics
"rash, fever, diarrhea",Pulmonology
"appetite loss, tremors, weight loss",Neurology
"muscle pain, joint pain, depression",Orthopedics
"sneezing, insomnia, appetite loss, nausea, depression, fatigue",Gastroenterology
"appetite loss, shortness of breath, back pain, tremors, vomiting, weight loss, cough",General Medicine
"anxiety, diarrhea, sneezing, abdominal pain, headache, sweating, muscle pain",Endocrinology
"insomnia, anxiety, back pain, sneezing, tremors, abdominal pain, runny nose",ENT
"vomiting, insomnia, fever, blurred vision, sweating, anxiety",Pulmonology
"weight loss, cough, fever, shortness of breath, sneezing, nausea",Pulmonology
"insomnia, cough, fever, anxiety, vomiting, dizziness",Gastroenterology
"nausea, fever, cough",Neurology
"fever, depression, fatigue, back pain, weight loss",Orthopedics
"depression, dizziness, nausea",Gastroenterology
"headache, rash, insomnia, shortness of breath",Dermatology
"anxiety, nausea, insomnia, swelling, vomiting",Cardiology
"insomnia, chest pain, vomiting, appetite loss",Pulmonology
"diarrhea, blurred vision, fever, vomiting",Neurology
"headache, sneezing, muscle pain, back pain",Orthopedics
"depression, shortness of breath, chest pain, sneezing, tremors, diarrhea",Psychiatry
"fatigue, tremors, fever, back pain, runny nose, depression, weight loss",Endocrinology
"sneezing, abdominal pain, chest pain, dizziness, vomiting, back pain",Orthopedics
"rash, insomnia, swelling, runny nose",Cardiology
"swelling, sore throat, insomnia",ENT
"vomiting, back pain, joint pain, tremors",General Medicine
"blurred vision, dizziness, fever, muscle pain, appetite loss, sweating",Cardiology
"fatigue, appetite loss, joint pain, diarrhea, back pain",Endocrinology
"tremors, rash, insomnia, runny nose, depression",ENT
"fever, diarrhea, shortness of breath, insomnia",Gastroenterology
"nausea, runny nose, sweating",Psychiatry
"anxiety, headache, runny nose, sweating, depression, abdominal pain, appetite loss",ENT
"back pain, fever, weight gain, blurred vision, sneezing",Orthopedics
"weight gain, diarrhea, anxiety, depression",Gastroenterology
"swelling, appetite loss, weight gain, muscle pain, rash, tremors, runny nose",ENT
"depression, joint pain, shortness of breath, back pain, rash",Pulmonology
"swelling, sweating, runny nose",ENT
"fatigue, vomiting, weight loss, chest pain",Endocrinology
"swelling, diarrhea, sweating",Gastroenterology
"chest pain, back pain, nausea",General Medicine
"tremors, abdominal pain, sneezing, depression, nausea",Gastroenterology
"rash, headache, cough, fever, blurred vision, nausea",Dermatology
"sore throat, abdominal pain, muscle pain, fever",ENT
"shortness of breath, diarrhea, abdominal pain",Psychiatry
"tremors, diarrhea, fever, rash, sweating, swelling",Dermatology
"diarrhea, fever, cough, back pain, weight gain, sneezing",Neurology
"headache, runny nose, insomnia, diarrhea, anxiety",Endocrinology
"weight loss, sore throat, diarrhea, weight gain, fatigue",ENT
"rash, swelling, joint pain, anxiety, chest pain, sore throat",ENT
"fever, fatigue, diarrhea, weight gain, abdominal pain",Pulmonology
"nausea, anxiety, rash, diarrhea, blurred vision",Neurology
"fatigue, abdominal pain, weight gain, shortness of breath, nausea, weight loss",Pulmonology
"swelling, tremors, abdominal pain, rash, muscle pain, insomnia, diarrhea",Dermatology
"swelling, dizziness, headache, sore throat, appetite loss, cough, blurred vision",ENT
"shortness of breath, weight loss, blurred vision, rash, appetite loss, sore throat",Pulmonology
"shortness of breath, weight loss, sneezing, cough, vomiting, headache",Pulmonology
"anxiety, rash, back pain, cough",Orthopedics
"weight loss, abdominal pain, shortness of breath, nausea, diarrhea, insomnia, rash",Psychiatry
"diarrhea, dizziness, depression",Neurology
"tremors, headache, sweating, shortness of breath, insomnia, chest pain",Pulmonology
"muscle pain, fatigue, rash, insomnia, sneezing",Gastroenterology
"dizziness, insomnia, rash, tremors",Psychiatry
"blurred vision, weight loss, chest pain, runny nose, anxiety",ENT
"weight gain, anxiety, shortness of breath, joint pain, fatigue",General Medicine
"cough, muscle pain, blurred vision, abdominal pain, chest pain, back pain",Orthopedics
"chest pain, fever, anxiety, back pain, sore throat, insomnia",ENT
"runny nose, depression, cough, fever, back pain, tremors, sore throat",ENT
"cough, swelling, headache, sweating, vomiting, appetite loss, rash",Dermatology
"appetite loss, depression, abdominal pain, fever, cough, weight loss, blurred vision",Pulmonology
"weight loss, depression, anxiety, chest pain, joint pain",Neurology
"nausea, shortness of breath, blurred vision",Pulmonology
"sneezing, blurred vision, nausea",Endocrinology
"blurred vision, sore throat, weight loss, muscle pain",Psychiatry
"vomiting, appetite loss, insomnia, weight gain",Gastroenterology
"muscle pain, blurred vision, rash, weight gain, chest pain, insomnia",Dermatology
"sneezing, sweating, depression, insomnia, abdominal pain, rash, dizziness",Dermatology
"fatigue, abdominal pain, back pain, runny nose, fever, muscle pain, vomiting",ENT
"shortness of breath, runny nose, headache, blurred vision, muscle pain, sweating",Neurology
"back pain, abdominal pain, fatigue, diarrhea, muscle pain, sore throat",Psychiatry
